-23.9 	-31.22 	16.34 	
-8.3 	-40.14 	16.34 	
3.50 	-37.47 	23.15 	
10.50 	-36.18 	23.15 	
17.50 	-33.07 	23.15 	
24.5 	-27.66 	23.15 	
33.07 	-17.50 	23.15 	
36.18 	-10.50 	23.15 	
37.51 	-3.50 	23.15 	
37.51 	3.50 	23.15 	
36.18 	10.50 	23.15 	
33.07 	17.50 	23.15 	
24.5 	27.66 	23.15 	
17.50 	33.07 	23.15 	
10.50 	36.18 	23.15 	
3.50 	37.47 	23.15 	
-3.50 	37.47 	23.15 	
-10.50 	36.18 	23.15 	
-17.50 	33.07 	23.15 	
-24.5 	27.66 	23.15 	
-33.07 	17.50 	23.15 	
-36.18 	10.50 	23.15 	
-37.51 	3.50 	23.15 	
-37.51 	-3.50 	23.15 	
-36.18 	-10.50 	23.15 	
-33.07 	-17.50 	23.15 	
-24.5 	-27.66 	23.15 	
-17.50 	-33.07 	23.15 	
-10.50 	-36.18 	23.15 	
-3.50 	-37.47 	23.15 	
3.50 	-33.06 	30.75 	
10.50 	-31.37 	30.75 	
17.50 	-27.65 	30.75 	
27.66 	-24.50 	30.75 	
27.65 	-17.50 	30.75 	
31.37 	-10.50 	30.75 	
33.06 	-3.50 	30.75 	
33.06 	3.50 	30.75 	
31.37 	10.50 	30.75 	
27.65 	17.50 	30.75 	
27.66 	24.50 	30.75 	
17.50 	27.65 	30.75 	
10.50 	31.37 	30.75 	
3.50 	33.06 	30.75 	
-3.50 	33.06 	30.75 	
-10.50 	31.37 	30.75 	
-17.50 	27.65 	30.75 	
-27.66 	24.50 	30.75 	
-27.65 	17.50 	30.75 	
-31.37 	10.50 	30.75 	
-33.06 	3.50 	30.75 	
-33.06 	-3.50 	30.75 	
-31.37 	-10.50 	30.75 	
-27.65 	-17.50 	30.75 	
-27.66 	-24.50 	30.75 	
-17.50 	-27.65 	30.75 	
-10.50 	-31.37 	30.75 	
-3.50 	-33.06 	30.75 	
19.45 	-26.45 	41.50 	
26.45 	-19.45 	41.50 	
26.45 	19.45 	41.50 	
19.45 	26.45 	41.50 	
-19.45 	26.45 	41.50 	
-26.45 	19.45 	41.50 	
-26.45 	-19.45 	41.50 	
-19.45 	-26.45 	41.50 	
4.50 	-27.41 	43.46 	
12.45 	-26.45 	41.50 	
19.45 	-19.45 	41.50 	
26.45 	-12.45 	41.50 	
27.41 	-4.50 	43.46 	
27.41 	4.50 	43.46 	
26.45 	12.45 	41.50 	
19.45 	19.45 	41.50 	
12.45 	26.45 	41.50 	
4.50 	27.41 	43.46 	
-4.50 	27.41 	43.46 	
-12.45 	26.45 	41.50 	
-19.45 	19.45 	41.50 	
-26.45 	12.45 	41.50 	
-27.41 	4.50 	43.46 	
-27.41 	-4.50 	43.46 	
-26.45 	-12.45 	41.50 	
-19.45 	-19.45 	41.50 	
-12.45 	-26.45 	41.50 	
-4.50 	-27.41 	43.46 	
4.50 	-22.11 	43.46 	
12.45 	-19.45 	41.50 	
19.45 	-12.45 	41.50 	
22.11 	-4.50 	43.46 	
22.11 	4.50 	43.46 	
19.45 	12.45 	41.50 	
12.45 	19.45 	41.50 	
4.50 	22.11 	43.46 	
-4.50 	22.11 	43.46 	
-12.45 	19.45 	41.50 	
-19.45 	12.45 	41.50 	
-22.11 	4.50 	43.46 	
-22.11 	-4.50 	43.46 	
-19.45 	-12.45 	41.50 	
-12.45 	-19.45 	41.50 	
-4.50 	-22.11 	43.46 	
4.50 	-16.81 	43.46 	
12.45 	-12.45 	41.50 	
16.81 	-4.50 	43.46 	
16.81 	4.50 	43.46 	
12.45 	12.45 	41.50 	
4.50 	16.81 	43.46 	
-4.50 	16.81 	43.46 	
-12.45 	12.45 	41.50 	
-16.81 	4.50 	43.46 	
-16.81 	-4.50 	43.46 	
-12.45 	-12.45 	41.50 	
-4.50 	-16.81 	43.46 	
4.50 	-11.51 	43.46 	
11.51 	-4.50 	43.46 	
11.51 	4.50 	43.46 	
4.50 	11.51 	43.46 	
-4.50 	11.51 	43.46 	
-11.51 	4.50 	43.46 	
-11.51 	-4.50 	43.46 	
-4.50 	-11.51 	43.46 	

